ts_iso,text
2026-02-01T13:40:13.393,"{""ai"":{""class"":3,""confidence"":0.79,""time_us"":674}}"
2026-02-01T13:40:16.669,"{""ai"":{""class"":3,""confidence"":0.79,""time_us"":674}}"
2026-02-01T13:40:20.000,"{""ai"":{""class"":3,""confidence"":0.79,""time_us"":674}}"
2026-02-01T13:40:23.285,"{""ai"":{""class"":3,""confidence"":0.79,""time_us"":674}}"
2026-02-01T13:40:26.615,"{""ai"":{""class"":3,""confidence"":0.79,""time_us"":674}}"
2026-02-01T13:40:29.900,"{""ai"":{""class"":3,""confidence"":0.79,""time_us"":674}}"
2026-02-01T13:40:33.229,"{""ai"":{""class"":3,""confidence"":0.79,""time_us"":674}}"
2026-02-01T13:40:36.514,"{""ai"":{""class"":3,""confidence"":0.79,""time_us"":674}}"
2026-02-01T13:40:39.889,"{""ai"":{""class"":3,""confidence"":0.79,""time_us"":674}}"
2026-02-01T13:40:43.129,"{""ai"":{""class"":3,""confidence"":0.79,""time_us"":674}}"
2026-02-01T13:40:46.414,"{""ai"":{""class"":3,""confidence"":0.79,""time_us"":674}}"
2026-02-01T13:40:49.744,"{""ai"":{""class"":3,""confidence"":0.79,""time_us"":674}}"
2026-02-01T13:40:53.029,"{""ai"":{""class"":3,""confidence"":0.86,""time_us"":672}}"
2026-02-01T13:40:56.358,"{""ai"":{""class"":1,""confidence"":1.00,""time_us"":638}}"
2026-02-01T13:40:59.734,"{""ai"":{""class"":0,""confidence"":0.53,""time_us"":655}}"
2026-02-01T13:41:02.974,"{""ai"":{""class"":3,""confidence"":0.69,""time_us"":674}}"
2026-02-01T13:41:06.258,"{""ai"":{""class"":1,""confidence"":1.00,""time_us"":655}}"
2026-02-01T13:41:09.588,"{""ai"":{""class"":2,""confidence"":0.64,""time_us"":673}}"
2026-02-01T13:41:12.874,"{""ai"":{""class"":3,""confidence"":0.69,""time_us"":672}}"
2026-02-01T13:41:16.204,"{""ai"":{""class"":3,""confidence"":0.69,""time_us"":673}}"
2026-02-01T13:41:19.489,"{""ai"":{""class"":3,""confidence"":0.69,""time_us"":673}}"
2026-02-01T13:41:22.774,"{""ai"":{""class"":2,""confidence"":0.83,""time_us"":672}}"
2026-02-01T13:41:26.103,"{""ai"":{""class"":2,""confidence"":0.91,""time_us"":675}}"
2026-02-01T13:41:29.388,"{""ai"":{""class"":2,""confidence"":0.91,""time_us"":675}}"
2026-02-01T13:41:32.720,"{""ai"":{""class"":2,""confidence"":0.85,""time_us"":674}}"
2026-02-01T13:41:36.003,"{""ai"":{""class"":2,""confidence"":0.91,""time_us"":675}}"
2026-02-01T13:41:39.333,"{""ai"":{""class"":2,""confidence"":0.91,""time_us"":675}}"
2026-02-01T13:41:42.618,"{""ai"":{""class"":2,""confidence"":0.91,""time_us"":675}}"
