ts_iso,text
2026-01-30T15:30:28.336,"""accel"":[0.08,0.02,-9.78],""gyro"":[0.00,0.00,0.00]"
2026-01-30T15:30:29.326,"""accel"":[0.08,0.02,-9.79],""gyro"":[0.00,0.00,0.00]"
2026-01-30T15:30:30.316,"""accel"":[0.08,0.02,-9.79],""gyro"":[0.00,0.00,0.00]"
2026-01-30T15:30:31.441,"""accel"":[0.08,0.02,-9.79],""gyro"":[0.00,0.00,0.00]"
2026-01-30T15:30:32.344,"""accel"":[0.09,0.02,-9.78],""gyro"":[0.00,0.00,0.00]"
2026-01-30T15:30:33.331,"""accel"":[0.09,0.02,-9.79],""gyro"":[0.00,0.00,0.00]"
2026-01-30T15:30:34.321,"""accel"":[0.08,0.01,-9.79],""gyro"":[0.00,0.00,0.00]"
2026-01-30T15:30:35.356,"""accel"":[0.09,0.01,-9.79],""gyro"":[0.00,0.00,0.00]"
2026-01-30T15:30:36.346,"""accel"":[0.09,0.02,-9.79],""gyro"":[0.00,0.00,0.00]"
2026-01-30T15:30:37.336,"""accel"":[0.08,0.02,-9.79],""gyro"":[0.00,0.00,0.00]"
2026-01-30T15:30:38.326,"""accel"":[0.09,0.01,-9.79],""gyro"":[0.00,0.00,0.00]"
2026-01-30T15:30:39.316,"""accel"":[0.08,0.02,-9.78],""gyro"":[0.00,0.00,0.00]"
2026-01-30T15:30:40.351,"""accel"":[0.09,0.02,-9.79],""gyro"":[0.00,0.00,0.00]"
2026-01-30T15:30:41.341,"""accel"":[0.08,0.02,-9.79],""gyro"":[0.00,0.00,0.00]"
2026-01-30T15:30:42.331,"""accel"":[0.08,0.02,-9.79],""gyro"":[0.00,0.00,0.00]"
2026-01-30T15:30:43.321,"""accel"":[0.08,0.02,-9.78],""gyro"":[0.00,0.00,0.00]"
2026-01-30T15:30:44.357,"""accel"":[0.09,0.02,-9.78],""gyro"":[0.00,0.00,0.00]"
2026-01-30T15:30:45.346,"""accel"":[0.08,0.02,-9.78],""gyro"":[0.00,0.00,0.00]"
2026-01-30T15:30:46.336,"""accel"":[0.08,0.02,-9.78],""gyro"":[0.00,0.00,0.00]"
2026-01-30T15:30:47.326,"""accel"":[0.09,0.02,-9.78],""gyro"":[0.00,0.00,0.00]"
2026-01-30T15:30:48.316,"""accel"":[0.09,0.02,-9.79],""gyro"":[0.00,0.00,0.00]"
